image_ids,grapheme_root,vowel_diacritics,consonant_diacritics
রাণাঘাট_075,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_076,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_077,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_078,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_079,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_080,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_081,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_082,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_083,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_084,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_085,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_086,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_087,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_088,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_089,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_090,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_091,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_092,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_093,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_094,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_095,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_096,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_097,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_098,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_099,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রাণাঘাট_100,"[133, 69, 39, 63]","[1, 1, 1, 0]","[0, 0, 0, 0]"
রামপুরহাট_001,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_002,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_003,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_004,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_005,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_006,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_007,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_008,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_009,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_010,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_011,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_012,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_013,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_014,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_015,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_016,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_017,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_018,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_019,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_020,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_021,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_022,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_023,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_024,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_025,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_026,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_027,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_028,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_029,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_030,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_031,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_032,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_033,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_034,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_035,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_036,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_037,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_038,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_039,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_040,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_041,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_042,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_043,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_044,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_045,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_046,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_047,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_048,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_049,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_050,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_051,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_052,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_053,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_054,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_055,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_056,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_057,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_058,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_059,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_060,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_061,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_062,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_063,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_064,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_065,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_066,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_067,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_068,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_069,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_070,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_071,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_072,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_073,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_074,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_075,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_076,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_077,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_078,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_079,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_080,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_081,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_082,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_083,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_084,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_085,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_086,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_087,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_088,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_089,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_090,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_091,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_092,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_093,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_094,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_095,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_096,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_097,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_098,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_099,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রামপুরহাট_100,"[133, 125, 106, 133, 169, 63]","[1, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0]"
রায়গঞ্জ_001,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_002,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_003,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_004,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_005,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_006,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_007,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_008,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_009,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_010,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_011,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_012,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_013,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_014,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_015,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_016,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_017,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_018,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_019,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_020,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_021,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_022,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_023,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_024,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_025,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_026,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_027,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_028,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_029,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_030,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_031,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_032,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_033,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_034,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_035,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_036,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_037,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_038,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_039,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_040,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_041,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_042,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_043,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_044,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_045,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_046,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_047,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_048,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_049,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_050,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_051,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_052,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_053,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_054,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_055,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_056,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_057,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_058,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_059,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_060,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_061,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_062,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_063,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_064,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_065,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_066,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_067,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_068,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_069,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_070,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_071,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_072,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_073,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_074,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_075,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_076,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_077,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_078,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_079,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_080,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_081,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_082,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_083,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_084,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_085,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_086,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_087,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_088,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_089,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_090,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_091,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_092,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_093,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_094,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_095,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_096,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_097,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_098,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_099,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
রায়গঞ্জ_100,"[133, 177, 33, 62]","[1, 0, 0, 0]","[0, 0, 0, 0]"
শান্তিপুর_001,"[143, 96, 106, 133]","[1, 2, 4, 0]","[0, 0, 0, 0]"
শান্তিপুর_002,"[143, 96, 106, 133]","[1, 2, 4, 0]","[0, 0, 0, 0]"
শান্তিপুর_003,"[143, 96, 106, 133]","[1, 2, 4, 0]","[0, 0, 0, 0]"
শান্তিপুর_004,"[143, 96, 106, 133]","[1, 2, 4, 0]","[0, 0, 0, 0]"
